Longitude	Latitude	Time	Elevation_m
-73.942789	45.419442	13:35:23.305137	9.031
-73.942786	45.418714	13:35:56.298024	8.857
-73.942785	45.415753	13:46:1.278627	7.101
-73.942785	45.417036	13:40:49.287782	8.162
-73.942781	45.419402	13:35:22.298079	9.016
-73.942779	45.415226	13:46:37.277686	7.346
-73.942779	45.41661	13:43:6.283617	8.009
-73.942779	45.418669	13:35:57.297081	8.895
-73.942777	45.417781	13:38:48.291862	8.985
-73.942776	45.416997	13:40:50.287839	8.138
-73.942775	45.415711	13:46:2.279684	6.989
-73.942772	45.418626	13:35:58.296138	8.983
-73.942772	45.419359	13:35:21.298022	8.991
-73.94277	45.415181	13:46:36.278629	7.522
-73.942769	45.41657	13:43:5.282560	7.922
-73.942766	45.415671	13:46:3.278741	6.938
-73.942766	45.416958	13:40:51.286896	8.222
-73.942765	45.417743	13:38:47.290804	8.974
-73.942765	45.418582	13:35:59.305196	9.049
-73.942764	45.419315	13:35:20.297965	8.933
-73.942762	45.41514	13:46:35.277571	7.674
-73.94276	45.416532	13:43:4.284503	7.802
-73.942757	45.418539	13:36:0.295252	9.053
-73.942756	45.415632	13:46:4.278798	6.968
-73.942756	45.41692	13:40:52.286953	8.235
-73.942756	45.419272	13:35:19.296907	8.917
-73.942754	45.415101	13:46:34.276514	7.863
-73.942753	45.417704	13:38:46.291747	8.962
-73.942751	45.416494	13:43:3.284446	7.702
-73.942748	45.418496	13:36:1.296310	9.054
-73.942748	45.419229	13:35:18.296850	8.926
-73.942746	45.415592	13:46:5.278855	6.958
-73.942746	45.416884	13:40:53.289011	8.187
-73.942745	45.415064	13:46:33.276457	8.091
-73.942741	45.416458	13:43:2.283389	7.686
-73.942741	45.418452	13:36:2.297367	9.07
-73.94274	45.417664	13:38:45.291690	8.94
-73.942739	45.419186	13:35:17.296793	8.919
-73.942738	45.41503	13:46:32.276400	8.335
-73.942737	45.41685	13:40:54.288068	8.186
-73.942735	45.415553	13:46:6.278913	6.934
-73.942731	45.414999	13:46:31.278343	8.468
-73.94273	45.418407	13:36:3.297424	9.061
-73.94273	45.419144	13:35:16.298736	8.952
-73.942729	45.416424	13:43:1.283331	7.625
-73.942727	45.416818	13:40:55.288125	8.211
-73.942726	45.417624	13:38:44.291633	8.859
-73.942724	45.414974	13:46:30.277286	8.648
-73.942724	45.415515	13:46:7.277970	6.996
-73.942721	45.419101	13:35:15.298679	8.914
-73.94272	45.416392	13:43:0.284275	7.581
-73.94272	45.418362	13:36:4.298481	9.098
-73.942719	45.416785	13:40:56.287182	8.17
-73.942714	45.41636	13:42:59.283217	7.515
-73.942714	45.41675	13:40:57.287240	8.058
-73.942712	45.415477	13:46:8.278027	7.011
-73.942711	45.417584	13:38:43.290575	8.839
-73.942711	45.419057	13:35:14.298622	8.915
-73.94271	45.414955	13:46:29.277228	8.747
-73.94271	45.416716	13:40:58.287297	8.022
-73.942709	45.418317	13:36:5.295538	9.12
-73.942708	45.41633	13:42:58.285160	7.322
-73.942704	45.416682	13:40:59.288354	8.063
-73.942702	45.416298	13:42:57.283103	7.217
-73.942701	45.417543	13:38:42.291518	8.83
-73.942701	45.419014	13:35:13.297564	8.936
-73.9427	45.415438	13:46:9.278084	7.028
-73.942699	45.416649	13:41:0.287411	8.067
-73.942699	45.418273	13:36:6.295596	9.135
-73.942697	45.419571	13:31:42.301496	9.141
-73.942696	45.416266	13:42:56.285046	7.173
-73.942695	45.419596	13:31:41.302439	9.256
-73.942694	45.416616	13:41:1.288468	8.024
-73.942692	45.414941	13:46:28.277171	8.84
-73.942692	45.417503	13:38:41.291461	8.827
-73.942692	45.41897	13:35:12.298507	8.928
-73.942691	45.419542	13:31:43.301553	9.077
-73.94269	45.416234	13:42:55.282989	7.156
-73.94269	45.416582	13:41:2.287526	7.935
-73.942688	45.415398	13:46:10.277142	7.03
-73.942688	45.41823	13:36:7.296653	9.114
-73.942685	45.416547	13:41:3.287582	7.839
-73.942684	45.416201	13:42:54.282931	7.125
-73.942683	45.419616	13:31:40.303382	9.31
-73.942682	45.417463	13:38:40.293404	8.809
-73.942682	45.418927	13:35:11.297450	8.935
-73.942681	45.416513	13:41:4.288640	7.766
-73.942677	45.416479	13:41:5.285697	7.713
-73.942677	45.418188	13:36:8.296710	9.065
-73.942676	45.415357	13:46:11.279199	7.074
-73.942675	45.416169	13:42:53.283874	7.106
-73.942673	45.417424	13:38:39.293346	8.756
-73.942672	45.418883	13:35:10.299393	8.978
-73.942671	45.414931	13:46:27.277114	8.862
-73.942671	45.416445	13:41:6.286754	7.711
-73.942668	45.418146	13:36:9.295767	9.041
-73.942668	45.419445	13:31:46.302725	8.978
-73.942666	45.416413	13:41:7.286811	7.658
-73.942665	45.416137	13:42:52.284817	7.063
-73.942664	45.415316	13:46:12.279256	7.106
-73.942664	45.417385	13:38:38.292289	8.656
-73.942663	45.418838	13:35:9.299336	8.98
-73.942662	45.41963	13:31:39.303325	9.355
-73.942661	45.416383	13:41:8.286869	7.641
-73.94266	45.41941	13:31:47.301782	8.963
-73.942659	45.418104	13:36:10.296824	8.993
-73.942656	45.417344	13:38:37.292232	8.541
-73.942655	45.415275	13:46:13.278313	7.206
-73.942655	45.416105	13:42:51.283760	7.131
-73.942655	45.416353	13:41:9.287926	7.498
-73.942652	45.418792	13:35:8.298278	8.929
-73.942652	45.419373	13:31:48.301839	8.957
-73.942651	45.416324	13:41:10.287983	7.337
-73.942649	45.418064	13:36:11.294882	8.986
-73.942647	45.414925	13:46:26.276056	8.875
-73.942647	45.417303	13:38:36.291175	8.477
-73.942646	45.415236	13:46:14.277370	7.32
-73.942646	45.416074	13:42:50.284702	7.186
-73.942646	45.416295	13:41:11.286040	7.254
-73.942644	45.419335	13:31:49.301897	8.91
-73.942642	45.418747	13:35:7.299221	8.955
-73.942641	45.416269	13:41:12.288097	7.208
-73.942639	45.418023	13:36:12.295939	9.031
-73.942637	45.416042	13:42:49.284646	7.197
-73.942637	45.417261	13:38:35.291118	8.474
-73.942636	45.415198	13:46:15.276427	7.616
-73.942636	45.416241	13:41:13.286155	7.173
-73.942635	45.419295	13:31:50.301954	8.857
-73.942634	45.419636	13:31:38.303267	9.382
-73.942633	45.418701	13:35:6.297164	8.999
-73.94263	45.416011	13:42:48.285588	7.191
-73.94263	45.416213	13:41:14.287212	7.169
-73.94263	45.417983	13:36:13.295996	9.065
-73.942626	45.415163	13:46:16.277484	7.782
-73.942626	45.417219	13:38:34.298061	8.448
-73.942625	45.419254	13:31:51.303011	8.845
-73.942624	45.418655	13:35:5.297107	9.069
-73.942623	45.414926	13:46:25.278999	8.816
-73.942623	45.415979	13:42:47.284531	7.212
-73.942621	45.417942	13:36:14.296053	9.071
-73.94262	45.416186	13:41:15.288269	7.162
-73.942616	45.417177	13:38:33.292004	8.392
-73.942615	45.415949	13:42:46.283473	7.212
-73.942615	45.418608	13:35:4.298049	9.152
-73.942614	45.415128	13:46:17.277542	8.069
-73.942614	45.419212	13:31:52.303068	8.826
-73.942612	45.417901	13:36:15.296111	9.066
-73.94261	45.416159	13:41:16.286326	7.135
-73.942607	45.415918	13:42:45.283417	7.232
-73.942606	45.417133	13:38:32.292946	8.372
-73.942606	45.418562	13:35:3.297992	9.17
-73.942605	45.419634	13:31:37.302210	9.388
-73.942603	45.415093	13:46:18.285600	8.325
-73.942603	45.417861	13:36:16.297168	9.029
-73.942603	45.419168	13:31:53.302125	8.818
-73.942602	45.416132	13:41:17.286383	7.135
-73.942601	45.414934	13:46:24.277942	8.814
-73.942596	45.417089	13:38:31.291889	8.332
-73.942595	45.415889	13:42:44.283360	7.253
-73.942595	45.41782	13:36:17.295225	8.976
-73.942595	45.418517	13:35:2.298935	9.168
-73.942594	45.415059	13:46:19.277656	8.499
-73.942593	45.416106	13:41:18.286440	7.191
-73.942593	45.419123	13:31:54.302183	8.787
-73.942586	45.415026	13:46:20.276713	8.628
-73.942586	45.417779	13:36:18.295282	8.929
-73.942586	45.418473	13:35:1.305879	9.142
-73.942584	45.417045	13:38:30.290832	8.272
-73.942583	45.414948	13:46:23.278885	8.803
-73.942583	45.415861	13:42:43.284302	7.223
-73.942583	45.41608	13:41:19.285498	7.202
-73.942583	45.41908	13:31:55.301239	8.742
-73.942579	45.414995	13:46:21.276771	8.701
-73.942578	45.419623	13:31:36.303153	9.337
-73.942576	45.417738	13:36:19.296339	8.926
-73.942576	45.41843	13:35:0.296821	9.114
-73.942574	45.414969	13:46:22.277828	8.733
-73.942573	45.416054	13:41:20.286555	7.199
-73.942573	45.417001	13:38:29.290774	8.242
-73.942573	45.419039	13:31:56.302297	8.754
-73.942572	45.415832	13:42:42.285245	7.19
-73.942567	45.417697	13:36:20.295396	8.948
-73.942566	45.418998	13:31:57.302354	8.8
-73.942565	45.418387	13:34:59.297764	9.128
-73.942564	45.415804	13:42:41.284188	7.127
-73.942563	45.416028	13:41:21.286612	7.19
-73.942562	45.416956	13:38:28.293717	8.325
-73.942559	45.417657	13:36:21.296454	9.011
-73.942559	45.418957	13:31:58.302412	8.863
-73.942559	45.419601	13:31:35.302096	9.261
-73.942557	45.415776	13:42:40.284131	7.067
-73.942555	45.418343	13:34:58.297707	9.147
-73.942555	45.419573	13:31:34.302039	9.196
-73.942554	45.416001	13:41:22.286669	7.181
-73.942553	45.419543	13:31:33.302981	9.143
-73.942552	45.416913	13:38:27.292660	8.347
-73.942551	45.417617	13:36:22.296511	8.984
-73.942551	45.418917	13:31:59.301468	8.87
-73.942551	45.419509	13:31:32.303924	9.056
-73.942549	45.415748	13:42:39.284073	7.029
-73.942548	45.419473	13:31:31.301867	8.988
-73.942545	45.415516	13:42:31.284616	7.051
-73.942545	45.415544	13:42:32.284673	6.995
-73.942545	45.415572	13:42:33.284730	7.054
-73.942545	45.415974	13:41:23.286726	7.221
-73.942544	45.415488	13:42:30.285559	7.04
-73.942544	45.415601	13:42:34.285788	7.019
-73.942544	45.415719	13:42:38.284016	6.975
-73.942544	45.417576	13:36:23.295568	8.891
-73.942544	45.4183	13:34:57.298649	9.193
-73.942542	45.41546	13:42:29.284502	7.075
-73.942542	45.41563	13:42:35.284844	7.013
-73.942542	45.41569	13:42:37.284959	7.001
-73.942542	45.416869	13:38:26.298604	8.282
-73.942542	45.418876	13:32:0.301526	8.915
-73.942542	45.419436	13:31:30.308810	8.932
-73.942541	45.41566	13:42:36.285902	7.014
-73.94254	45.415432	13:42:28.285444	7.031
-73.942537	45.415403	13:42:27.285387	7.052
-73.942537	45.415947	13:41:24.292784	7.235
-73.942536	45.417535	13:36:24.295625	8.833
-73.942536	45.419396	13:31:29.301753	8.905
-73.942535	45.415374	13:42:26.292330	7.074
-73.942535	45.418257	13:34:56.298592	9.192
-73.942535	45.418836	13:32:1.301583	8.885
-73.942532	45.415344	13:42:25.284273	7.104
-73.94253	45.416826	13:38:25.291546	8.245
-73.942529	45.419356	13:31:28.302695	8.859
-73.942528	45.415921	13:41:25.286841	7.249
-73.942528	45.417493	13:36:25.295682	8.782
-73.942528	45.418795	13:32:2.302640	8.949
-73.942527	45.415313	13:42:24.284215	7.161
-73.942526	45.418215	13:34:55.297535	9.147
-73.942523	45.415283	13:42:23.285158	7.272
-73.942521	45.418754	13:32:3.301697	8.979
-73.94252	45.415252	13:42:22.292101	7.469
-73.94252	45.419314	13:31:27.303638	8.82
-73.942519	45.415894	13:41:26.286898	7.248
-73.942519	45.417451	13:36:26.296740	8.725
-73.942518	45.416783	13:38:24.292489	8.155
-73.942517	45.415222	13:42:21.285044	7.709
-73.942517	45.418173	13:34:54.297478	9.109
-73.942516	45.415192	13:42:20.284986	7.933
-73.942513	45.415161	13:42:19.284929	8.136
-73.942512	45.418714	13:32:4.301754	9.031
-73.942512	45.419271	13:31:26.302581	8.79
-73.942511	45.417409	13:36:27.296797	8.615
-73.94251	45.415866	13:41:27.285955	7.226
-73.942509	45.415131	13:42:18.284872	8.342
-73.942508	45.416738	13:38:23.292431	7.99
-73.942506	45.418131	13:34:53.305421	9.09
-73.942504	45.415104	13:42:17.284815	8.463
-73.942504	45.417366	13:36:28.295854	8.556
-73.942503	45.415838	13:41:28.293013	7.182
-73.942503	45.418673	13:32:5.301812	9.063
-73.942502	45.419229	13:31:25.302524	8.788
-73.9425	45.415078	13:42:16.285758	8.581
-73.942498	45.416692	13:38:22.298375	7.933
-73.942497	45.417324	13:36:29.295911	8.523
-73.942496	45.415053	13:42:15.286701	8.668
-73.942495	45.415811	13:41:29.286070	7.142
-73.942495	45.418088	13:34:52.299363	9.078
-73.942494	45.415032	13:42:14.291644	8.676
-73.942494	45.418633	13:32:6.301869	9.094
-73.942493	45.419187	13:31:24.302466	8.765
-73.94249	45.415012	13:42:13.284586	8.675
-73.942489	45.415784	13:41:30.285127	7.075
-73.942489	45.416647	13:38:21.294317	8.054
-73.942489	45.417282	13:36:30.300969	8.468
-73.942486	45.418593	13:32:7.300926	9.112
-73.942484	45.418044	13:34:51.298306	9.073
-73.942484	45.419146	13:31:23.302410	8.739
-73.942483	45.414994	13:42:12.284529	8.694
-73.942483	45.415757	13:41:31.286184	7.028
-73.942481	45.417241	13:36:31.295025	8.418
-73.942479	45.416604	13:38:20.293260	8.108
-73.942477	45.415731	13:41:32.286242	7.002
-73.942476	45.418552	13:32:8.301983	9.101
-73.942475	45.418	13:34:50.298249	9.116
-73.942475	45.419103	13:31:22.303352	8.689
-73.942474	45.4172	13:36:32.297083	8.434
-73.942474	45.419555	13:27:54.310456	9.15
-73.942472	45.415707	13:41:33.286299	7.068
-73.942471	45.414978	13:42:11.284472	8.747
-73.942471	45.416565	13:38:19.292202	8.053
-73.942471	45.419581	13:27:53.309399	9.212
-73.942469	45.419526	13:27:55.309513	9.109
-73.942468	45.415684	13:41:34.287356	7.096
-73.942468	45.417159	13:36:33.296140	8.481
-73.942467	45.418511	13:32:9.302041	9.121
-73.942466	45.417956	13:34:49.297192	9.093
-73.942465	45.41906	13:31:21.303295	8.741
-73.942464	45.415661	13:41:35.286413	7.13
-73.942462	45.419491	13:27:56.309570	9.066
-73.942461	45.416526	13:38:18.292145	7.999
-73.942461	45.417117	13:36:34.296197	8.489
-73.94246	45.415638	13:41:36.287470	7.125
-73.942459	45.419602	13:27:52.311341	9.26
-73.942457	45.41847	13:32:10.303098	9.122
-73.942457	45.419017	13:31:20.303238	8.793
-73.942456	45.417911	13:34:48.298134	9.063
-73.942455	45.415615	13:41:37.287528	7.123
-73.942454	45.414965	13:42:10.301415	8.773
-73.942453	45.417075	13:36:35.295254	8.468
-73.942452	45.419451	13:27:57.311627	9.01
-73.942449	45.415592	13:41:38.285584	7.128
-73.942449	45.41649	13:38:17.292088	7.967
-73.942448	45.417867	13:34:47.297077	9.028
-73.942448	45.418428	13:32:11.301155	9.069
-73.942448	45.418974	13:31:19.303181	8.834
-73.942446	45.417032	13:36:36.294312	8.475
-73.942443	45.415568	13:41:39.285642	7.085
-73.942441	45.419408	13:27:58.310685	8.909
-73.94244	45.417822	13:34:46.299020	8.987
-73.942438	45.416989	13:36:37.295369	8.474
-73.942438	45.418931	13:31:18.302124	8.89
-73.942438	45.419617	13:27:51.311284	9.319
-73.942437	45.418386	13:32:12.301212	9.117
-73.942436	45.415545	13:41:40.285699	7.142
-73.942435	45.414955	13:42:9.286357	8.785
-73.942435	45.416456	13:38:16.293031	7.922
-73.942431	45.417777	13:34:45.307963	8.954
-73.942431	45.419361	13:27:59.308742	8.889
-73.94243	45.415522	13:41:41.285756	7.121
-73.94243	45.416946	13:36:38.296426	8.472
-73.942428	45.418888	13:31:17.302066	8.839
-73.942427	45.418345	13:32:13.301269	9.145
-73.942424	45.415498	13:41:42.287813	7.143
-73.942422	45.416422	13:38:15.293974	7.783
-73.942422	45.416903	13:36:39.295483	8.455
-73.942422	45.417731	13:34:44.297906	8.973
-73.94242	45.419314	13:28:0.309799	8.861
-73.942419	45.418303	13:32:14.309327	9.199
-73.942417	45.415475	13:41:43.285871	7.123
-73.942416	45.418844	13:31:16.303009	8.909
-73.942415	45.416861	13:36:40.296540	8.462
-73.942414	45.414949	13:42:8.285300	8.786
-73.942413	45.417686	13:34:43.297849	9.008
-73.942412	45.416387	13:38:14.298917	7.692
-73.942411	45.419624	13:27:50.310227	9.37
-73.94241	45.415451	13:41:44.291928	7.146
-73.94241	45.418261	13:32:15.301383	9.218
-73.942409	45.419266	13:28:1.309856	8.82
-73.942406	45.418801	13:31:15.302952	9.026
-73.942405	45.415426	13:41:45.284985	7.112
-73.942405	45.416818	13:36:41.294598	8.371
-73.942403	45.417641	13:34:42.297791	8.986
-73.9424	45.418219	13:32:16.302441	9.179
-73.942399	45.415401	13:41:46.285042	7.121
-73.942399	45.416353	13:38:13.291860	7.462
-73.942398	45.419219	13:28:2.310913	8.781
-73.942396	45.418758	13:31:14.302895	9.031
-73.942395	45.415376	13:41:47.286099	7.112
-73.942393	45.416774	13:36:42.295655	8.254
-73.942393	45.417597	13:34:41.297734	8.925
-73.942391	45.418177	13:32:17.300498	9.146
-73.94239	45.414948	13:42:7.286243	8.792
-73.942389	45.415351	13:41:48.286157	7.137
-73.942388	45.416317	13:38:12.292802	7.354
-73.942387	45.415328	13:41:49.287214	7.263
-73.942387	45.419171	13:28:3.310970	8.766
-73.942386	45.417553	13:34:40.298677	8.82
-73.942386	45.418715	13:31:13.309838	9.056
-73.942383	45.415305	13:41:50.286271	7.425
-73.942383	45.419625	13:27:49.310170	9.371
-73.942382	45.41673	13:36:43.294712	8.198
-73.942382	45.418135	13:32:18.300555	9.043
-73.942381	45.41628	13:38:11.292745	7.352
-73.942379	45.415283	13:41:51.284328	7.632
-73.942377	45.417508	13:34:39.298620	8.769
-73.942376	45.419124	13:28:4.314028	8.733
-73.942375	45.415261	13:41:52.285385	7.747
-73.942375	45.416244	13:38:10.293688	7.335
-73.942375	45.418672	13:31:12.302780	9.079
-73.942371	45.415238	13:41:53.292443	7.919
-73.942371	45.418092	13:32:19.301612	8.949
-73.94237	45.416687	13:36:44.295769	8.111
-73.942369	45.414954	13:42:6.286186	8.75
-73.942369	45.416207	13:38:9.292631	7.299
-73.942368	45.417464	13:34:38.298563	8.698
-73.942367	45.415216	13:41:54.285500	8.129
-73.942365	45.418629	13:31:11.302723	9.132
-73.942365	45.419077	13:28:5.309085	8.748
-73.942363	45.416172	13:38:8.292573	7.273
-73.942362	45.415193	13:41:55.286557	8.348
-73.942362	45.418049	13:32:20.301670	8.988
-73.942359	45.416136	13:38:7.291516	7.239
-73.942358	45.415169	13:41:56.285614	8.519
-73.942358	45.417419	13:34:37.298505	8.617
-73.942356	45.41903	13:28:6.309142	8.818
-73.942356	45.419617	13:27:48.310112	9.238
-73.942355	45.416099	13:38:6.292459	7.207
-73.942355	45.418587	13:31:10.308666	9.167
-73.942354	45.416644	13:36:45.297826	8.082
-73.942353	45.415144	13:41:57.284671	8.612
-73.942353	45.416064	13:38:5.292402	7.179
-73.942353	45.418008	13:32:21.301727	9.047
-73.942351	45.414961	13:42:5.287129	8.743
-73.942351	45.415992	13:38:3.293288	7.154
-73.942351	45.416028	13:38:4.293344	7.174
-73.942349	45.415956	13:38:2.295230	7.18
-73.942348	45.415117	13:41:58.285728	8.682
-73.942348	45.417374	13:34:36.297448	8.558
-73.942347	45.41592	13:38:1.293173	7.173
-73.942347	45.418545	13:31:9.303609	9.167
-73.942347	45.418984	13:28:7.308199	8.837
-73.942345	45.415885	13:38:0.299116	7.202
-73.942344	45.415089	13:41:59.285786	8.673
-73.942344	45.417967	13:32:22.301784	9.042
-73.942342	45.41585	13:37:59.292059	7.204
-73.942341	45.418504	13:31:8.304552	9.17
-73.94234	45.416602	13:36:46.296884	8.126
-73.942339	45.415061	13:42:0.287843	8.717
-73.942338	45.414974	13:42:4.285071	8.756
-73.942338	45.415815	13:37:58.293002	7.191
-73.942338	45.417329	13:34:35.298391	8.5
-73.942338	45.418938	13:28:8.311256	8.862
-73.942337	45.417927	13:32:23.300841	9.01
-73.942335	45.415034	13:42:1.286900	8.731
-73.942335	45.415779	13:37:57.292944	7.139
-73.942335	45.418463	13:31:7.302494	9.146
-73.942334	45.4196	13:27:47.314055	9.162
-73.942331	45.415011	13:42:2.284957	8.767
-73.94233	45.414991	13:42:3.285014	8.76
-73.94233	45.415742	13:37:56.293887	7.147
-73.94233	45.418892	13:28:9.311314	8.885
-73.942329	45.417886	13:32:24.301898	8.98
-73.942328	45.417283	13:34:34.298334	8.474
-73.942327	45.418422	13:31:6.303437	9.15
-73.942326	45.416561	13:36:47.293941	8.147
-73.942325	45.419574	13:27:46.310998	9.073
-73.942324	45.415704	13:37:55.292830	7.208
-73.942323	45.418848	13:28:10.310371	8.958
-73.942322	45.419545	13:27:45.310941	9.023
-73.94232	45.417846	13:32:25.301956	8.95
-73.942319	45.41838	13:31:5.302380	9.144
-73.942319	45.419511	13:27:44.310884	8.958
-73.942318	45.415667	13:37:54.292773	7.304
-73.942317	45.417236	13:34:33.308277	8.439
-73.942315	45.419472	13:27:43.308826	8.902
-73.942314	45.418805	13:28:11.309428	9.055
-73.942312	45.416519	13:36:48.294998	8.054
-73.942312	45.417805	13:32:26.302013	8.93
-73.942311	45.415628	13:37:53.292716	7.337
-73.942311	45.419432	13:27:42.309769	8.82
-73.94231	45.418339	13:31:4.303323	9.198
-73.942306	45.418762	13:28:12.313486	9.105
-73.942306	45.419389	13:27:41.309712	8.765
-73.942305	45.41719	13:34:32.299220	8.44
-73.942304	45.41559	13:37:52.299659	7.358
-73.942302	45.417764	13:32:27.302070	8.896
-73.942302	45.418299	13:31:3.303266	9.232
-73.9423	45.419346	13:27:40.310655	8.774
-73.942297	45.418719	13:28:13.308542	9.106
-73.942296	45.415552	13:37:51.293601	7.397
-73.942295	45.416476	13:36:49.294055	7.958
-73.942294	45.417145	13:34:31.297162	8.555
-73.942294	45.418259	13:31:2.308208	9.249
-73.942293	45.417723	13:32:28.302127	8.92
-73.942293	45.419303	13:27:39.310598	8.772
-73.942289	45.418675	13:28:14.309599	9.134
-73.942288	45.415513	13:37:50.294544	7.45
-73.942287	45.419259	13:27:38.311541	8.752
-73.942285	45.418219	13:31:1.302151	9.195
-73.942282	45.417682	13:32:29.300184	8.953
-73.942281	45.416433	13:36:50.295112	7.836
-73.942281	45.417101	13:34:30.298105	8.661
-73.94228	45.418633	13:28:15.309657	9.175
-73.94228	45.419215	13:27:37.311483	8.725
-73.942279	45.415474	13:37:49.292487	7.456
-73.942276	45.418178	13:31:0.309094	9.11
-73.942273	45.417641	13:32:30.301241	8.935
-73.942273	45.419169	13:27:36.310426	8.663
-73.942272	45.415436	13:37:48.293430	7.44
-73.942271	45.416389	13:36:51.296170	7.722
-73.942271	45.418591	13:28:16.310714	9.183
-73.942269	45.417057	13:34:29.306048	8.673
-73.942266	45.418137	13:30:59.302037	9.02
-73.942266	45.419124	13:27:35.310369	8.639
-73.942265	45.415397	13:37:47.292372	7.358
-73.942264	45.416344	13:36:52.295227	7.617
-73.942264	45.4176	13:32:31.306299	8.885
-73.942263	45.416257	13:36:54.294341	7.548
-73.942263	45.4163	13:36:53.294284	7.547
-73.942262	45.416215	13:36:55.294398	7.508
-73.942262	45.418549	13:28:17.308771	9.169
-73.94226	45.415358	13:37:46.293315	7.434
-73.942259	45.416132	13:36:57.294513	7.346
-73.942259	45.416174	13:36:56.295455	7.432
-73.942258	45.419077	13:27:34.311312	8.619
-73.942257	45.418095	13:30:58.303979	8.961
-73.942256	45.417013	13:34:28.297990	8.67
-73.942254	45.417558	13:32:32.302356	8.745
-73.942254	45.419536	13:20:6.469697	8.952
-73.942254	45.419559	13:20:5.470640	9.015
-73.942253	45.416091	13:36:58.294570	7.29
-73.942253	45.418507	13:28:18.308828	9.217
-73.942252	45.415317	13:37:45.294258	7.607
-73.94225	45.419031	13:27:33.311254	8.658
-73.94225	45.419511	13:20:7.469754	8.861
-73.942248	45.415276	13:37:44.293201	7.814
-73.942247	45.41958	13:20:4.475583	9.083
-73.942246	45.41605	13:36:59.294627	7.282
-73.942246	45.417515	13:32:33.301413	8.665
-73.942245	45.418054	13:30:57.303922	9.014
-73.942245	45.418465	13:28:19.308886	9.216
-73.942244	45.415238	13:37:43.293144	8.126
-73.942244	45.419484	13:20:8.468811	8.844
-73.942242	45.416969	13:34:27.298933	8.671
-73.942241	45.415202	13:37:42.293087	8.391
-73.942241	45.418984	13:27:32.311197	8.716
-73.94224	45.416009	13:37:0.293684	7.28
-73.942238	45.418423	13:28:20.312943	9.183
-73.942237	45.415168	13:37:41.293029	8.544
-73.942237	45.417472	13:32:34.301470	8.654
-73.942236	45.418012	13:30:56.303865	9.072
-73.942236	45.419453	13:20:9.468868	8.768
-73.942233	45.415135	13:37:40.293972	8.608
-73.942233	45.415968	13:37:1.294742	7.283
-73.942232	45.418381	13:28:21.310000	9.192
-73.942232	45.418937	13:27:31.310140	8.754
-73.942232	45.419597	13:20:3.468525	9.159
-73.942231	45.415103	13:37:39.293915	8.701
-73.942228	45.417429	13:32:35.301527	8.629
-73.942227	45.415074	13:37:38.293858	8.715
-73.942227	45.415928	13:37:2.295799	7.287
-73.942227	45.418339	13:28:22.310057	9.217
-73.942227	45.419421	13:20:10.471926	8.744
-73.942226	45.416927	13:34:26.299876	8.675
-73.942225	45.417971	13:30:55.302808	9.122
-73.942223	45.418891	13:27:30.310083	8.842
-73.942222	45.415047	13:37:37.293800	8.734
-73.942221	45.415888	13:37:3.295856	7.312
-73.942221	45.418298	13:28:23.308115	9.268
-73.942217	45.417387	13:32:36.300585	8.578
-73.942217	45.419387	13:20:11.470983	8.734
-73.942215	45.415023	13:37:36.293743	8.777
-73.942215	45.418256	13:28:24.309172	9.271
-73.942214	45.416886	13:34:25.297819	8.629
-73.942214	45.41793	13:30:54.306751	9.14
-73.942213	45.41585	13:37:4.294913	7.371
-73.942213	45.418846	13:27:29.310026	8.919
-73.942211	45.419606	13:20:2.469468	9.233
-73.942207	45.417344	13:32:37.300642	8.565
-73.942207	45.418214	13:28:25.309229	9.22
-73.942206	45.419351	13:20:12.475040	8.725
-73.942205	45.415812	13:37:5.299971	7.444
-73.942205	45.417889	13:30:53.302693	9.107
-73.942204	45.418802	13:27:28.310968	8.962
-73.942202	45.416845	13:34:24.304762	8.564
-73.9422	45.415003	13:37:35.292686	8.808
-73.9422	45.418171	13:28:26.309286	9.155
-73.942198	45.415775	13:37:6.294027	7.551
-73.942198	45.417302	13:32:38.301699	8.532
-73.942197	45.419314	13:20:13.469097	8.687
-73.942196	45.417848	13:30:52.308637	9.095
-73.942194	45.418758	13:27:27.310912	9.001
-73.942192	45.415738	13:37:7.294085	7.605
-73.942192	45.416805	13:34:23.297705	8.501
-73.942189	45.41726	13:32:39.300756	8.537
-73.942188	45.418127	13:28:27.309343	9.042
-73.942188	45.41961	13:20:1.471411	9.255
-73.942187	45.417807	13:30:51.303579	9.072
-73.942187	45.419275	13:20:14.469154	8.679
-73.942186	45.415701	13:37:8.295142	7.593
-73.942183	45.418715	13:27:26.310854	9.016
-73.94218	45.41722	13:32:40.301814	8.526
-73.942179	45.414989	13:37:34.294629	8.847
-73.942179	45.415664	13:37:9.294199	7.588
-73.942179	45.416765	13:34:22.298647	8.411
-73.942178	45.417765	13:30:50.303522	9.039
-73.942178	45.419236	13:20:15.469212	8.627
-73.942177	45.418082	13:28:28.310400	8.99
-73.942172	45.418671	13:27:25.310797	9.006
-73.942171	45.415627	13:37:10.295256	7.572
-73.942171	45.41718	13:32:41.300870	8.559
-73.942169	45.419196	13:20:16.469269	8.546
-73.942168	45.417724	13:30:49.306465	9.072
-73.942167	45.416725	13:34:21.299590	8.307
-73.942166	45.415589	13:37:11.293313	7.545
-73.942165	45.419608	13:20:0.470354	9.254
-73.942164	45.41714	13:32:42.300928	8.634
