"Info";"Date";"Time";"TimeStamp";"0,2 - CP_output_pwm";"0,2 - CP_rpms";"0,2 - CP_pressure"
"";"2020-11-30";"13:57:55.500";"75503";"3000";"120";"8078"
"";"2020-11-30";"13:57:55.601";"75604";"3000";"120";"8078"
"";"2020-11-30";"13:57:55.702";"75705";"3000";"120";"0"
"";"2020-11-30";"13:57:55.803";"75806";"3000";"120";"8078"
"";"2020-11-30";"13:57:55.904";"75907";"3000";"120";"8078"
"";"2020-11-30";"13:57:56.005";"76008";"3000";"120";"0"
"";"2020-11-30";"13:57:56.106";"76109";"3000";"120";"16156"
"";"2020-11-30";"13:57:56.207";"76210";"3000";"120";"0"
"";"2020-11-30";"13:57:56.307";"76310";"3000";"120";"8078"
"";"2020-11-30";"13:57:56.407";"76410";"3000";"120";"16156"
"";"2020-11-30";"13:57:56.508";"76511";"3000";"120";"8078"
"";"2020-11-30";"13:57:56.609";"76612";"3000";"120";"16156"
"";"2020-11-30";"13:57:56.709";"76712";"3000";"120";"16156"
"";"2020-11-30";"13:57:56.810";"76813";"3000";"120";"8078"
"";"2020-11-30";"13:57:56.912";"76915";"3000";"120";"16156"
"";"2020-11-30";"13:57:57.012";"77015";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.114";"77117";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.214";"77217";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.315";"77318";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.416";"77419";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.517";"77520";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.618";"77621";"3000";"120";"16156"
"";"2020-11-30";"13:57:57.718";"77721";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.819";"77822";"3000";"120";"8078"
"";"2020-11-30";"13:57:57.919";"77922";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.020";"78023";"3000";"120";"16156"
"";"2020-11-30";"13:57:58.121";"78124";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.222";"78225";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.322";"78325";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.423";"78426";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.523";"78526";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.624";"78627";"3000";"120";"16156"
"";"2020-11-30";"13:57:58.725";"78728";"3000";"120";"8078"
"";"2020-11-30";"13:57:58.826";"78829";"3000";"120";"16156"
"";"2020-11-30";"13:57:58.926";"78929";"3000";"120";"16156"
"";"2020-11-30";"13:57:59.027";"79030";"3000";"120";"8078"
"";"2020-11-30";"13:57:59.128";"79131";"3000";"120";"8078"
"";"2020-11-30";"13:57:59.228";"79231";"3000";"120";"16156"
"";"2020-11-30";"13:57:59.329";"79332";"3000";"120";"8078"
"";"2020-11-30";"13:57:59.430";"79433";"3000";"120";"16156"
"";"2020-11-30";"13:57:59.530";"79533";"3000";"120";"8078"
"";"2020-11-30";"13:57:59.631";"79634";"3000";"120";"16156"
"";"2020-11-30";"13:57:59.732";"79735";"3000";"120";"8078"
"";"2020-11-30";"13:57:59.833";"79836";"3000";"120";"8078"
"";"2020-11-30";"13:57:59.934";"79937";"3000";"120";"16156"
"";"2020-11-30";"13:58:00.035";"80038";"3000";"120";"8078"
"";"2020-11-30";"13:58:00.136";"80139";"3000";"120";"16156"
"";"2020-11-30";"13:58:00.237";"80240";"3000";"120";"16156"
"";"2020-11-30";"13:58:00.337";"80340";"3000";"120";"8078"
"";"2020-11-30";"13:58:00.438";"80441";"3000";"120";"16156"
"";"2020-11-30";"13:58:00.538";"80541";"3000";"120";"8078"
"";"2020-11-30";"13:58:00.638";"80641";"3000";"120";"8078"
"";"2020-11-30";"13:58:00.739";"80742";"3000";"120";"8078"
"";"2020-11-30";"13:58:00.840";"80843";"3000";"120";"8078"
"";"2020-11-30";"13:58:00.941";"80944";"3000";"120";"8078"
"";"2020-11-30";"13:58:01.042";"81045";"3000";"120";"8078"
"";"2020-11-30";"13:58:01.142";"81145";"3000";"120";"24234"
"";"2020-11-30";"13:58:01.243";"81246";"3000";"120";"8078"
"";"2020-11-30";"13:58:01.343";"81346";"3000";"120";"8078"
"";"2020-11-30";"13:58:01.444";"81447";"3000";"120";"8078"
"";"2020-11-30";"13:58:01.546";"81549";"3000";"120";"16156"
"";"2020-11-30";"13:58:01.647";"81650";"3000";"120";"8078"
"";"2020-11-30";"13:58:01.748";"81751";"3000";"120";"0"
"";"2020-11-30";"13:58:01.849";"81852";"3000";"120";"16156"
"";"2020-11-30";"13:58:01.950";"81953";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.052";"82055";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.153";"82156";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.253";"82256";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.355";"82358";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.455";"82458";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.556";"82559";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.657";"82660";"3000";"120";"8078"
"";"2020-11-30";"13:58:02.758";"82761";"3000";"120";"16156"
"";"2020-11-30";"13:58:02.859";"82862";"3000";"120";"0"
"";"2020-11-30";"13:58:02.960";"82963";"3000";"120";"0"
"";"2020-11-30";"13:58:03.061";"83064";"3000";"120";"16156"
"";"2020-11-30";"13:58:03.162";"83165";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.263";"83266";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.364";"83367";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.464";"83467";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.566";"83569";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.667";"83670";"3000";"120";"0"
"";"2020-11-30";"13:58:03.767";"83770";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.868";"83871";"3000";"120";"8078"
"";"2020-11-30";"13:58:03.970";"83973";"3000";"120";"8078"
"";"2020-11-30";"13:58:04.070";"84073";"3000";"120";"8078"
"";"2020-11-30";"13:58:04.170";"84173";"3000";"120";"8078"
